country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh_2017,estimated_generation_note_2017
ARG,Argentina,CT VILLA ANGELA,ARG0000061,15,-27.5808,-60.7094,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT VILLA REGINA,ARG0000261,5,-39.0872,-67.0881,Oil,22.65,CAPACITY-FACTOR-V1
ARG,Argentina,CUESTA DEL VIENTO,ARG0000297,10.55,-30.1833,-69.0667,Hydro,39.33,HYDRO-V1
ARG,Argentina,Cafayate,WKS0071212,80,-26.04,-65.93,Solar,192.96,SOLAR-V1-NO-AGE
ARG,Argentina,Caldenes del Oeste,WKS0072494,30,-33.61,-65.445,Solar,75.31,SOLAR-V1-NO-AGE
ARG,Argentina,Cauchari,WKS0068701,300,-23.8,-66.8,Solar,643.87,SOLAR-V1-NO-AGE
ARG,Argentina,DEAN FUNES,ARG0000088,70.12,-31.3934,-64.2059,Gas,392.74,CAPACITY-FACTOR-V1
ARG,Argentina,DIQUE,ARG0000157,68.44,-34.8902,-57.933,Gas,383.33,CAPACITY-FACTOR-V1
ARG,Argentina,DOCK SUD,ARG0000158,872.3,-34.6533,-58.342,Gas,4885.76,CAPACITY-FACTOR-V1
ARG,Argentina,EL CADILLAL,ARG0000338,14,-26.6156,-65.1929,Hydro,45.64,HYDRO-V1
ARG,Argentina,EL CARRIZAL,ARG0000196,17,-33.2993,-68.7199,Hydro,66.05,HYDRO-V1
ARG,Argentina,EL CHOCON,ARG0000255,1200,-39.2577,-68.7483,Hydro,3517.36,HYDRO-V1
ARG,Argentina,EL TIGRE,ARG0000211,14.4,-34.61,-68.6136,Hydro,41.96,HYDRO-V1
ARG,Argentina,EL TUNAL,ARG0000276,11,-25.2323,-64.4762,Hydro,45.91,HYDRO-V1
ARG,Argentina,EMBALSE,ARG0000112,648,-32.2316,-64.4422,Nuclear,2283.62,CAPACITY-FACTOR-V1
ARG,Argentina,ESCABA,ARG0000339,24,-27.6589,-65.7633,Hydro,55.01,HYDRO-V1
ARG,Argentina,ESQUINA,ARG0000119,2.215,-30.0102,-59.5321,Oil,10.03,CAPACITY-FACTOR-V1
ARG,Argentina,EX CENTRAL BUENOS AIRES,ARG0000047,321,-34.627,-58.3382,Gas,1797.92,CAPACITY-FACTOR-V1
ARG,Argentina,FILO MORADO,ARG0000240,67.5,-37.2742,-69.652,Gas,378.06,CAPACITY-FACTOR-V1
ARG,Argentina,FITZ SIMON,ARG0000089,10.8,-32.1784,-64.4207,Hydro,31.47,HYDRO-V1
ARG,Argentina,FLORENTINO AMEGHINO,ARG0000079,60,-43.6996,-66.4815,Hydro,185.17,HYDRO-V1
ARG,Argentina,FUTALEUFU,ARG0000080,472,-43.1288,-71.63,Hydro,1216.6,HYDRO-V1
ARG,Argentina,GENERACION FRIAS SA,ARG0000329,60,-28.6072,-65.1228,Gas,336.06,CAPACITY-FACTOR-V1
ARG,Argentina,GENERAL ACHA,ARG0000182,1.8,-37.4309,-64.716,Wind,11.31,CAPACITY-FACTOR-V1
ARG,Argentina,GENERAL LEVALLE,ARG0000090,72.78,-34.0364,-63.9217,Gas,407.64,CAPACITY-FACTOR-V1
ARG,Argentina,GENERAL SAN MARTIN,ARG0000208,6,-33.0449,-68.9219,Hydro,21.74,HYDRO-V1
ARG,Argentina,GOYA,ARG0000121,1.33,-29.1388,-59.2277,Oil,6.02,CAPACITY-FACTOR-V1
ARG,Argentina,GOYA (ELECTROPATAGONIA SA),ARG0000137,17.3,-29.1388,-59.2277,Gas,96.89,CAPACITY-FACTOR-V1
ARG,Argentina,GUILLERMO CESPEDES,ARG0000269,5.2,-39.56,-65.6817,Hydro,9.19,HYDRO-V1
ARG,Argentina,H. PICHI PICUN LEUFU,ARG0000272,285,-40.012,-69.9918,Hydro,805.77,HYDRO-V1
ARG,Argentina,ISLA VERDE,ARG0000091,3.115,-33.2422,-62.3946,Oil,14.11,CAPACITY-FACTOR-V1
ARG,Argentina,ITA IBATE,ARG0000123,1.052,-27.4252,-57.3341,Oil,4.76,CAPACITY-FACTOR-V1
ARG,Argentina,ITUZAINGO,ARG0000124,1.33,-27.5785,-56.6726,Oil,6.02,CAPACITY-FACTOR-V1
ARG,Argentina,Iglesia-Guañizuil,WKS0072502,80,-30.34,-69.27,Solar,188.51,SOLAR-V1-NO-AGE
ARG,Argentina,JULIAN  ROMERO,ARG0000270,6.2,-38.8367,-68.038,Hydro,25.64,HYDRO-V1
ARG,Argentina,LA CRUZ,ARG0000125,1.33,-29.1762,-56.6394,Oil,6.02,CAPACITY-FACTOR-V1
ARG,Argentina,LA PLATA COGENERACION,ARG0000164,128,-34.889,-57.9206,Gas,716.92,CAPACITY-FACTOR-V1
ARG,Argentina,LA RIOJA,ARG0000188,42,-29.3823,-66.8325,Oil,190.28,CAPACITY-FACTOR-V1
ARG,Argentina,LA TABLADA,ARG0000222,22.15,-27.4184,-55.9097,Gas,124.06,CAPACITY-FACTOR-V1
ARG,Argentina,LA VIÑA,ARG0000094,16,-31.8708,-65.0349,Hydro,44.18,HYDRO-V1
ARG,Argentina,LAS MADERAS,ARG0000169,30,-24.4438,-65.2203,Hydro,73.63,HYDRO-V1
ARG,Argentina,LOS CORONELES (EX 25  DE MAYO),ARG0000209,6.6,-34.6,-68.5285,Hydro,19.26,HYDRO-V1
ARG,Argentina,LOS MOLINOS I,ARG0000096,59.04,-31.838,-64.4452,Hydro,135.62,HYDRO-V1
ARG,Argentina,LOS MOLINOS II,ARG0000097,4.5,-31.838,-64.4452,Hydro,11.33,HYDRO-V1
ARG,Argentina,LOS QUIROGA,ARG0000331,2.5,-27.6509,-64.3618,Hydro,9.11,HYDRO-V1
ARG,Argentina,LOS REYUNOS,ARG0000212,224,-34.6028,-68.6383,Hydro,556.92,HYDRO-V1
ARG,Argentina,LUJAN DE CUYO,ARG0000198,549.76,-33.0551,-68.981,Gas,3079.21,CAPACITY-FACTOR-V1
ARG,Argentina,MAR DE AJO,ARG0000006,34,-36.7208,-63.1977,Gas,190.43,CAPACITY-FACTOR-V1
ARG,Argentina,MAR DEL PLATA (9 DE JULIO),ARG0000007,201.3,-38.0495,-57.546,Gas,1127.48,CAPACITY-FACTOR-V1
ARG,Argentina,MAYOR BURATOVICH,ARG0000015,2.02,-39.2291,-62.6497,Wind,12.69,CAPACITY-FACTOR-V1
ARG,Argentina,MBURUCUYA,ARG0000128,1.035,-28.0441,-58.2285,Oil,4.68,CAPACITY-FACTOR-V1
ARG,Argentina,MERCEDES,ARG0000129,2.308,-29.1808,-58.0793,Oil,10.45,CAPACITY-FACTOR-V1
ARG,Argentina,MODESTO MARANZANA,ARG0000111,250,-33.1608,-64.3656,Gas,1400.25,CAPACITY-FACTOR-V1
ARG,Argentina,NECOCHEA,ARG0000008,206,-38.5785,-58.7108,Coal,1067.69,CAPACITY-FACTOR-V1
ARG,Argentina,NIHUIL I,ARG0000214,74.24,-34.9907,-68.6237,Hydro,223.95,HYDRO-V1
ARG,Argentina,NIHUIL II,ARG0000215,133.12,-34.9039,-68.6177,Hydro,350.53,HYDRO-V1
ARG,Argentina,NIHUIL III,ARG0000216,52,-34.8821,-68.576,Hydro,156.86,HYDRO-V1
ARG,Argentina,NIHUIL IV,ARG0000213,22.4,-34.833,-68.5168,Hydro,73.35,HYDRO-V1
ARG,Argentina,NUEVA ESPERANZA,ARG0000323,3.38,-26.2072,-64.2477,Oil,15.31,CAPACITY-FACTOR-V1
ARG,Argentina,NUEVO PUERTO,ARG0000044,1217.7,-34.5721,-58.3835,Gas,6820.35,CAPACITY-FACTOR-V1
ARG,Argentina,OBERA (TG Nº21 FIAT ),ARG0000223,17.2,-27.5019,-55.1245,Gas,96.33,CAPACITY-FACTOR-V1
ARG,Argentina,ORENSE,ARG0000016,1.72,-38.6851,-59.7804,Oil,7.79,CAPACITY-FACTOR-V1
ARG,Argentina,PARANA,ARG0000001,845.26,-33.3549,-60.1718,Other,0,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO ARAUCO SAPEM I,ARG0000192,25.2,-28.6684,-66.7524,Wind,158.35,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,25.2,-28.6684,-66.7524,Wind,158.35,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO DIADEMA,ARG0000081,6.3,-45.7458,-67.6953,Wind,39.58,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO EL TORDILLO,ARG0000082,3,-45.8507,-67.9081,Wind,18.85,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO LOMA BLANCA IV (ENARSA),ARG0000075,50,-43.0907,-65.2298,Wind,314.19,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO RAWSON I (ENARSA),ARG0000076,48.6,-43.3522,-65.1734,Wind,305.39,CAPACITY-FACTOR-V1
ARG,Argentina,PARQUE EOLICO RAWSON II (ENARSA),ARG0000077,28.8,-43.3522,-65.1734,Wind,180.97,CAPACITY-FACTOR-V1
ARG,Argentina,PASO DE LOS LIBRES,ARG0000132,2.135,-29.7148,-57.0933,Oil,9.67,CAPACITY-FACTOR-V1
ARG,Argentina,PATAGONIA,ARG0000078,123.7,-45.7934,-67.5145,Gas,692.84,CAPACITY-FACTOR-V1
ARG,Argentina,PERUGORRIA,ARG0000133,1.11,-29.34,-58.6077,Oil,5.02,CAPACITY-FACTOR-V1
ARG,Argentina,PICO TRUNCADO - JORGE ROMANUTTI,ARG0000305,2.4,-46.8065,-67.9808,Wind,15.08,CAPACITY-FACTOR-V1
ARG,Argentina,PICO TRUNCADO I,ARG0000304,45.6,-46.7842,-67.9498,Gas,255.4,CAPACITY-FACTOR-V1
ARG,Argentina,PIEDRA DEL AGUILA (CPSA),ARG0000233,1400,-31.6651,-63.8314,Hydro,2931.94,HYDRO-V1
ARG,Argentina,PIEDRAS MORAS,ARG0000099,6.3,-32.1675,-64.2438,Hydro,18.44,HYDRO-V1
ARG,Argentina,PILAR  BICENTENARIO,ARG0000100,467,-31.6651,-63.8314,Gas,2615.67,CAPACITY-FACTOR-V1
ARG,Argentina,PILAR ZANICHELLI,ARG0000101,216,-31.6662,-63.8344,Coal,1119.52,CAPACITY-FACTOR-V1
ARG,Argentina,PLANICIE BANDERITA,ARG0000241,472,-28.5339,-65.7997,Hydro,726.87,HYDRO-V1
ARG,Argentina,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298,1.2,-31.3891,-68.6752,Solar,2.48,SOLAR-V1-NO-AGE
ARG,Argentina,PRESIDENTE SARMIENTO,ARG0000289,31.5,-31.5129,-68.5399,Gas,176.43,CAPACITY-FACTOR-V1
ARG,Argentina,PUEBLO VIEJO,ARG0000340,19.2,-27.1149,-65.7523,Hydro,42.32,HYDRO-V1
ARG,Argentina,PUERTO MADRYN,ARG0000073,42,-42.7069,-65.1048,Gas,235.24,CAPACITY-FACTOR-V1
ARG,Argentina,PUERTO NUEVO,ARG0000045,589,-34.5754,-58.3788,Coal,3052.77,CAPACITY-FACTOR-V1
ARG,Argentina,PUNTA ALTA - CENTENARIO,ARG0000017,1.8,-38.7833,-61.8984,Wind,11.31,CAPACITY-FACTOR-V1
ARG,Argentina,QUEBRADA DE ULLUM,ARG0000299,45,-31.2567,-61.5203,Hydro,113.26,HYDRO-V1
ARG,Argentina,RIO CORRALITO,ARG0000282,13.2,-24.983,-65.686,Hydro,29.96,HYDRO-V1
ARG,Argentina,RIO CUARTO,ARG0000103,35.57,-33.1614,-64.3649,Gas,199.22,CAPACITY-FACTOR-V1
ARG,Argentina,RIO GRANDE,ARG0000104,750,-53.7862,-67.7222,Hydro,1965.53,HYDRO-V1
ARG,Argentina,RIO HONDO,ARG0000332,19,-27.5225,-64.8861,Hydro,75.75,HYDRO-V1
ARG,Argentina,SALTO ANDERSEN,ARG0000271,7.9,-38.8244,-64.8296,Hydro,27.6,HYDRO-V1
ARG,Argentina,SALTO GRANDE (MITAD ARGENTINA),ARG0000144,945,-31.3891,-68.6752,Hydro,1477.96,HYDRO-V1
ARG,Argentina,SAN FRANCISCO,ARG0000105,40,-31.4391,-62.1119,Gas,224.04,CAPACITY-FACTOR-V1
ARG,Argentina,SAN MARTIN DE LOS ANDES,ARG0000250,4.218,-40.1511,-71.334,Oil,19.11,CAPACITY-FACTOR-V1
ARG,Argentina,SAN NICOLAS,ARG0000002,644,-33.3562,-60.1729,Coal,3337.83,CAPACITY-FACTOR-V1
ARG,Argentina,SAN PEDRO,ARG0000227,2.216,-26.6253,-54.1102,Oil,10.03,CAPACITY-FACTOR-V1
ARG,Argentina,SAN ROQUE,ARG0000107,26,-31.3533,-64.3938,Hydro,62.38,HYDRO-V1
ARG,Argentina,SANTA ISABEL,ARG0000181,2.25,-36.2314,-66.9381,Oil,10.19,CAPACITY-FACTOR-V1
ARG,Argentina,SANTO TOME,ARG0000135,2.684,-28.5497,-56.0722,Oil,12.16,CAPACITY-FACTOR-V1
ARG,Argentina,SORRENTO,ARG0000313,226,-32.9053,-60.6807,Coal,1171.35,CAPACITY-FACTOR-V1
ARG,Argentina,SUDOESTE,ARG0000108,140,-31.463,-64.2388,Gas,784.14,CAPACITY-FACTOR-V1
ARG,Argentina,Saujil,WKS0071209,22.5,-28.165,-66.225,Solar,58.55,SOLAR-V1-NO-AGE
ARG,Argentina,TARTAGAL,ARG0000283,17,-22.5099,-63.797,Gas,95.21,CAPACITY-FACTOR-V1
ARG,Argentina,TENARIS SIDERCA CETE II,ARG0000034,163.2,-33.3655,-60.1435,Gas,914.08,CAPACITY-FACTOR-V1
ARG,Argentina,TOSTADO,ARG0000312,3.2,-29.2352,-61.7577,Oil,14.49,CAPACITY-FACTOR-V1
ARG,Argentina,ULLUM,ARG0000290,42,-31.4557,-68.7556,Hydro,78.23,HYDRO-V1
ARG,Argentina,URUGUA-I,ARG0000228,120,-25.8766,-54.5687,Hydro,297.94,HYDRO-V1
ARG,Argentina,VENADO TUERTO,ARG0000309,9.1,-33.7777,-61.9555,Oil,41.22,CAPACITY-FACTOR-V1
ARG,Argentina,VILLA GESELL,ARG0000009,130,-37.2487,-56.9973,Gas,728.13,CAPACITY-FACTOR-V1
ARG,Argentina,VILLA MARIA (LAS PLAYAS),ARG0000109,48,-39.0872,-67.0881,Gas,268.84,CAPACITY-FACTOR-V1
ARG,Argentina,VUELTA DE OBLIGADO,ARG0000308,560,-32.5807,-60.7903,Gas,3136.56,CAPACITY-FACTOR-V1
ARG,Argentina,YACYRETA,ARG0000136,1550,-27.4827,-56.7397,Hydro,3605.49,HYDRO-V1
ARM,Armenia,Armenian-2,WRI1019028,375,40.1805,44.1498,Nuclear,2411.04,CAPACITY-FACTOR-V1
ARM,Armenia,Hrazadan,WRI1019027,1110,40.564,44.7479,Gas,6712.82,CAPACITY-FACTOR-V1
ARM,Armenia,New Yerevan,WRI1019026,271,40.1152,44.4973,Gas,1638.89,CAPACITY-FACTOR-V1
ARM,Armenia,Sevan-Hrazdan Cascade,WRI1003805,561,40.5078,44.7606,Hydro,853.67,HYDRO-V1
ARM,Armenia,Shamb,WRI1019030,170,39.4743,46.1306,Hydro,226.04,HYDRO-V1
ARM,Armenia,Spandaryan,WRI1019031,76,39.6494,45.85,Hydro,91.89,HYDRO-V1
ARM,Armenia,Tatev,WRI1019029,158,39.3956,46.2578,Hydro,263.44,HYDRO-V1
ARM,Armenia,Yerevan,WRI1019025,550,40.1138,44.5038,Gas,3326.17,CAPACITY-FACTOR-V1
AUS,Australia,Adelaide Showgrounds,AUS0000432,1,-34.9453,138.5882,Solar,1.52,SOLAR-V1-NO-AGE
AUS,Australia,Albany Wind Farm,AUS0000065,21.6,-35.0641,117.7977,Wind,56.49,CAPACITY-FACTOR-V1
AUS,Australia,Amcor Gawler,AUS0000231,4,-34.5509,138.7659,Oil,7.72,CAPACITY-FACTOR-V1
AUS,Australia,Angaston,AUS0000232,50,-34.5034,139.0246,Oil,96.56,CAPACITY-FACTOR-V1
AUS,Australia,Anglesea,AUS0000114,165,-38.3861,144.1828,Coal,1065.59,CAPACITY-FACTOR-V1
AUS,Australia,Angurugu,AUS0000615,3.6,-13.8584,136.4209,Oil,6.95,CAPACITY-FACTOR-V1
AUS,Australia,Appin (Mine),AUS0000264,55.6,-34.2082,150.7722,Gas,154.2,CAPACITY-FACTOR-V1
AUS,Australia,Ararat Wind Farm,AUS0000611,240,-37.2385,143.0794,Wind,627.75,CAPACITY-FACTOR-V1
AUS,Australia,Argyle Diamond Mine,AUS0000220,32,-16.7162,128.4031,Oil,61.8,CAPACITY-FACTOR-V1
AUS,Australia,Bairnsdale,AUS0000081,94,-37.8429,147.5639,Gas,260.7,CAPACITY-FACTOR-V1
AUS,Australia,Ballarat Base Hospital,AUS0000113,3,-37.5596,143.8469,Gas,8.32,CAPACITY-FACTOR-V1
AUS,Australia,Banimboola,AUS0000014,12.85,-36.5344,147.4594,Hydro,51.03,HYDRO-V1
AUS,Australia,Bankstown Sports Club,AUS0000399,2,-33.9197,151.0332,Oil,3.86,CAPACITY-FACTOR-V1
AUS,Australia,Bannerton Solar Farm,AUS0000608,88,-34.6899,142.7452,Solar,185.63,SOLAR-V1-NO-AGE
AUS,Australia,Barcaldine (Len Wishaw),AUS0000008,37,-23.5525,145.3142,Gas,102.61,CAPACITY-FACTOR-V1
AUS,Australia,Barcaldine KDB,WKS0065252,20,-23.549,145.318,Solar,48.01,SOLAR-V1-NO-AGE
AUS,Australia,Barcaldine YD,WKS0069521,10.9,-23.5388,145.2732,Solar,25.33,SOLAR-V1-NO-AGE
AUS,Australia,Barron Gorge,AUS0000151,60,-16.8502,145.6465,Hydro,194.56,HYDRO-V1
AUS,Australia,Bastyan,AUS0000137,79.9,-41.736,145.5321,Hydro,262.31,HYDRO-V1
AUS,Australia,Bayswater,AUS0000265,2640,-32.3953,150.9491,Coal,17049.59,CAPACITY-FACTOR-V1
AUS,Australia,Belconnen,AUS0000400,1,-35.2142,148.9872,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Bell Bay (Bell Bay Three),AUS0000139,115,-41.1429,146.903,Gas,318.94,CAPACITY-FACTOR-V1
AUS,Australia,Bendeela (Shoalhaven Scheme),AUS0000266,240,-34.7337,150.4669,Hydro,536.34,HYDRO-V1
AUS,Australia,Berrimah,AUS0000251,10,-12.4262,130.9195,Gas,27.73,CAPACITY-FACTOR-V1
AUS,Australia,Berwick,AUS0000080,7.2,-38.1197,145.2665,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Beryl AU,WKS0069215,87,-32.353,149.468,Solar,199.78,SOLAR-V1-NO-AGE
AUS,Australia,Bidyadanga,AUS0000382,1.3,-18.6816,121.7848,Oil,2.51,CAPACITY-FACTOR-V1
AUS,Australia,Blayney Wind Farm,AUS0000027,9.9,-33.6219,149.1982,Wind,25.89,CAPACITY-FACTOR-V1
AUS,Australia,Blowering,AUS0000267,70,-35.3986,148.2463,Hydro,224.43,HYDRO-V1
AUS,Australia,Blue Lake Milling Power Plant,AUS0000376,1,-36.3164,140.7575,Oil,1.93,CAPACITY-FACTOR-V1
AUS,Australia,Bluff Point (Woolnorth) Wind Farm,AUS0000009,65,-40.7207,144.6869,Wind,170.01,CAPACITY-FACTOR-V1
AUS,Australia,Boco Rock,AUS0000394,113,-36.5763,149.1267,Wind,295.56,CAPACITY-FACTOR-V1
AUS,Australia,Bodangora Wind Farm,AUS0000422,113,-32.4146,149.0998,Wind,295.56,CAPACITY-FACTOR-V1
AUS,Australia,Bogong (Mount Beauty Hydro Scheme),AUS0000102,300,-36.8055,147.228,Hydro,844.82,HYDRO-V1
AUS,Australia,Braemar 1,AUS0000152,504,-27.1109,150.9053,Gas,1397.8,CAPACITY-FACTOR-V1
AUS,Australia,Braemar 2,AUS0000153,519,-27.1128,150.9049,Gas,1439.4,CAPACITY-FACTOR-V1
AUS,Australia,Bremer Bay Diesel Backup,AUS0000349,1.3,-34.4018,119.3888,Oil,2.51,CAPACITY-FACTOR-V1
AUS,Australia,Brewer,AUS0000256,8.5,-23.8817,133.8281,Gas,23.57,CAPACITY-FACTOR-V1
AUS,Australia,Brisbane BNE,WKS0070137,6,-27.404,153.11,Solar,12.53,SOLAR-V1-NO-AGE
AUS,Australia,Broadmeadows,AUS0000082,12.2,-37.6878,144.9663,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Broadwater,AUS0000268,38,-29.0118,153.4335,Biomass,0,NO-ESTIMATION
AUS,Australia,Broken Hill,AUS0000305,50,-31.9863,141.4203,Gas,138.67,CAPACITY-FACTOR-V1
AUS,Australia,Broken Hill Solar Plant,AUS0000477,53,-31.9867,141.3915,Solar,113.15,SOLAR-V1-NO-AGE
AUS,Australia,Brooklyn,AUS0000079,2.83,-37.818,144.8319,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Broome,AUS0000180,39.6,-17.981,122.2046,Gas,109.82,CAPACITY-FACTOR-V1
AUS,Australia,Brown Mountain,AUS0000269,4.95,-36.5951,149.474,Hydro,13.19,HYDRO-V1
AUS,Australia,Browns Plains,AUS0000078,2.2,-27.6721,153.0663,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Bulwer Island,AUS0000461,33,-27.4036,153.1363,Gas,91.52,CAPACITY-FACTOR-V1
AUS,Australia,Bungala I,WKS0066021,110,-32.427,137.838,Solar,268.6,SOLAR-V1-NO-AGE
AUS,Australia,Bungala II,WKS0070392,110,-32.408,137.841,Solar,267.03,SOLAR-V1-NO-AGE
AUS,Australia,Burrendong,AUS0000300,19,-32.6646,149.108,Hydro,68.87,HYDRO-V1
AUS,Australia,Burrinjuck Power Station,AUS0000048,27,-35.0025,148.5834,Hydro,94.75,HYDRO-V1
AUS,Australia,Burrup Peninsula (Karratha Gas Plant),AUS0000181,240,-20.6286,116.7821,Gas,665.62,CAPACITY-FACTOR-V1
AUS,Australia,Burrup Peninsula (Pluto Phase 1),AUS0000182,160,-20.5937,116.7802,Gas,443.74,CAPACITY-FACTOR-V1
AUS,Australia,Butlers Gorge,AUS0000127,14.4,-42.2669,146.2618,Hydro,57.17,HYDRO-V1
AUS,Australia,CSIRO Energy Centre,AUS0000438,1.5,-32.8835,151.7275,Solar,3.17,SOLAR-V1-NO-AGE
AUS,Australia,Callide A,AUS0000178,30,-24.334,150.628,Coal,193.74,CAPACITY-FACTOR-V1
AUS,Australia,Callide B,AUS0000177,700,-24.3449,150.6197,Coal,4520.72,CAPACITY-FACTOR-V1
AUS,Australia,Callide C,AUS0000176,840,-24.3449,150.6182,Coal,5424.86,CAPACITY-FACTOR-V1
AUS,Australia,Camballin,AUS0000414,1.04,-18.0278,124.1621,Gas,2.88,CAPACITY-FACTOR-V1
AUS,Australia,Canning Vale,AUS0000330,4,-32.0739,115.8914,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Cannington Mine,AUS0000452,40,-21.8601,140.9158,Gas,110.93,CAPACITY-FACTOR-V1
AUS,Australia,Canunda Wind Farm,AUS0000064,46,-37.7603,140.4033,Wind,120.32,CAPACITY-FACTOR-V1
AUS,Australia,Cape Bridgewater Wind Farm,AUS0000007,58,-38.3577,141.385,Wind,151.7,CAPACITY-FACTOR-V1
AUS,Australia,Cape Lambert,AUS0000462,105,-20.6488,117.1407,Gas,291.2,CAPACITY-FACTOR-V1
AUS,Australia,Cape Nelson North Wind Farm,AUS0000112,22,-38.3676,141.543,Wind,57.54,CAPACITY-FACTOR-V1
AUS,Australia,Cape Nelson South Wind Farm,AUS0000111,44,-38.412,141.543,Wind,115.08,CAPACITY-FACTOR-V1
AUS,Australia,Cape Preston,AUS0000457,450,-21.0767,116.159,Gas,1248.04,CAPACITY-FACTOR-V1
AUS,Australia,Cape Sir William Grant Wind Farm,AUS0000110,54,-38.3976,141.6209,Wind,141.24,CAPACITY-FACTOR-V1
AUS,Australia,Capital Hill Wind Farm,AUS0000047,140,-35.166,149.5186,Wind,366.19,CAPACITY-FACTOR-V1
AUS,Australia,Capral (Aluminium Smelter),AUS0000270,300,-32.7897,151.4813,Gas,832.02,CAPACITY-FACTOR-V1
AUS,Australia,Carnarvon,AUS0000386,15,-24.8692,113.6754,Gas,41.6,CAPACITY-FACTOR-V1
AUS,Australia,Catagunya,AUS0000126,48,-42.4524,146.5977,Hydro,152.36,HYDRO-V1
AUS,Australia,Cathedral Rocks Wind Farm,AUS0000063,66,-34.8509,135.5852,Wind,172.63,CAPACITY-FACTOR-V1
AUS,Australia,Cawse Nickel Mine,AUS0000415,21,-30.3808,121.1635,Gas,58.24,CAPACITY-FACTOR-V1
AUS,Australia,Cethana,AUS0000144,85,-41.4787,146.1349,Hydro,294.9,HYDRO-V1
AUS,Australia,Challicum Hills Wind Farm,AUS0000006,52.5,-37.3898,143.114,Wind,137.32,CAPACITY-FACTOR-V1
AUS,Australia,Channel Island,AUS0000261,310,-12.555,130.8666,Gas,859.76,CAPACITY-FACTOR-V1
AUS,Australia,Charlestown Square,AUS0000401,2.8,-32.9643,151.6936,Gas,7.76,CAPACITY-FACTOR-V1
AUS,Australia,Childers,WKS0068499,75,-25.28,152.38,Solar,186.48,SOLAR-V1-NO-AGE
AUS,Australia,Christmas Creek Iron Ore Mine,AUS0000221,58,-22.399,119.732,Oil,112.01,CAPACITY-FACTOR-V1
AUS,Australia,Clare Solar Farm,AUS0000528,130,-19.8398,147.2105,Solar,315.99,SOLAR-V1-NO-AGE
AUS,Australia,Claytons,AUS0000083,11,-37.9502,145.1187,Waste,0,CAPACITY-FACTOR-V1
AUS,Australia,Clements Gap Wind Farm,AUS0000025,57,-33.5086,138.1192,Wind,149.09,CAPACITY-FACTOR-V1
AUS,Australia,Clermont Solar Farm,AUS0000619,100,-22.8446,147.5855,Solar,253.93,SOLAR-V1-NO-AGE
AUS,Australia,Cloudbreak,AUS0000324,44,-22.3247,119.404,Oil,84.98,CAPACITY-FACTOR-V1
AUS,Australia,Clover,AUS0000103,30,-36.7853,147.2205,Hydro,94.88,HYDRO-V1
AUS,Australia,Cluny,AUS0000125,17,-42.5064,146.6812,Hydro,73.67,HYDRO-V1
AUS,Australia,Cockburn,AUS0000183,240,-32.2001,115.7737,Gas,665.62,CAPACITY-FACTOR-V1
AUS,Australia,Codrington Wind Farm,AUS0000015,18.2,-38.2835,141.9547,Wind,47.6,CAPACITY-FACTOR-V1
AUS,Australia,Collgar Wind Farm,AUS0000307,206,-31.5432,118.4566,Wind,538.82,CAPACITY-FACTOR-V1
AUS,Australia,Collie (Bluewaters),AUS0000184,416,-33.331,116.229,Coal,2686.6,CAPACITY-FACTOR-V1
AUS,Australia,Collie A,AUS0000208,340,-33.3422,116.2612,Coal,2195.78,CAPACITY-FACTOR-V1
AUS,Australia,Collinsville,AUS0000179,190,-20.5447,147.8049,Coal,1227.05,CAPACITY-FACTOR-V1
AUS,Australia,Collinsville Solar Farm,AUS0000590,42,-20.5411,147.8074,Solar,102.8,SOLAR-V1-NO-AGE
AUS,Australia,Colongra,AUS0000271,724,-33.2099,151.5448,Gas,2007.96,CAPACITY-FACTOR-V1
AUS,Australia,Condamine A,AUS0000154,144,-26.6682,150.27,Gas,399.37,CAPACITY-FACTOR-V1
AUS,Australia,Condong Sugar Mill,AUS0000263,30,-28.3138,153.4341,Biomass,0,NO-ESTIMATION
AUS,Australia,Copeton,AUS0000301,24,-29.9102,150.9235,Hydro,65.1,HYDRO-V1
AUS,Australia,Coral Bay Diesel Backup,AUS0000351,2.24,-23.1521,113.7762,Oil,4.32,CAPACITY-FACTOR-V1
AUS,Australia,Corio,AUS0000336,1,-38.0587,144.4056,Waste,0,CAPACITY-FACTOR-V1
